family,title,abstract,applicants,inventors,dates,classes
68582342,"NY-ESO-1 T CELL RECEPTORS AND METHODS OF USE THEREOF","The present invention provides isolated T cell receptors (TCRs) that specifically bind to an HLA-displayed New York Esophageal Squamous Cell Carcinoma-1 (NY-ESO-1) peptides, as well as therapeutic and diagnostic methods of using those isolated TCRs.",regeneron pharma[us],babb robert[us]; bowerman natalie[us]; chen gang[us]; gurer cagan[us]; hansen johanna[us]; lee wen-yi[us]; meagher thomas[us],20200430;20200528,C07K14/7051;C07K2319/00;C07K2319/50;C07K14/7051;C07K2319/00;C07K2319/50
57217421,"T CELL RECEPTOR FOR RECOGNIZING RHAMM ANTIGEN SHORT-CHAIN POLYPEPTIDE","Provided in the present invention is a T cell receptor (TCR) capable of binding specifically antigen short-chain polypeptide ILSLELMKL derived from RHAMM. The antigen short-chain polypeptide ILSLELMKL is capable of forming a complex with HLA A0201 and being presented together on the surface of a cell. Also provided in the present invention are a nucleic acid molecule encoding the TCR and a vector comprising the nucleic acid molecule. In addition, also provided in the present invention is a cell for transducing the TCR of the present invention.",guangzhou xiangxue pharmaceutical co ltd[cn],li yi[cn]; lin yanmei[cn]; wu wanli[cn],20161110,A61K35/17;A61K38/17;A61K48/00;C12N5/10;C12N15/867
37714949,"HUMAN POLYPEPTIDES ENCODED BY POLYNUCLEOTIDES AND METHODS OF THEIR USE","The invention provides novel polynucleotides, related polypeptides related nucleic acid and polypeptide compositions, and related modulators, such as antibodies and small molecule modulators. The invention also provides methods to make and use these polynucleotides, polypeptides, related compositions, and modulators. These methods include diagnostic, prophylactic and therapeutic applications. The compositions and methods of the invention are useful in treating proliferative disorders, e.g., cancers, and inflammatory, immune, bacterial, and viral disorders.",five prime therapeutics inc[us]; williams lewis t[us]; chu keting[us]; lee ernestine[us]; hestir kevin[us]; beaurang pierre alvaro[us]; behrens dirk[us]; halenbeck robert forgan[us]; huang min mei[us]; kothakota srinivas[us]; haishan lin[us]; linnemann thomas[us]; pierce kristen[us]; wang yan[us]; wong justin g p[us]; wu ge[us]; zhang hongbing[us],williams lewis t[us]; chu keting[us]; lee ernestine[us]; hestir kevin[us]; beaurang pierre alvaro[us]; behrens dirk[us]; halenbeck robert forgan[us]; huang min mei[us]; kothakota srinivas[us]; haishan lin[us]; linnemann thomas[us]; pierce kristen[us]; wang yan[us]; wong justin g p[us]; wu ge[us]; zhang hongbing[us],20040429;20060126,C07K14/47;C07K14/47
69960730,"MULTIFUNCTIONAL MOLECULES THAT BIND TO CALRETICULIN AND USES THEREOF","Multifunctional molecules that include i) an antigen binding domain that binds to a calreticulin protein; and one, two or all of: (ii) an immune cell engager (e.g., chosen from an NK cell engager, a T cell engager, a B cell engager, a dendritic cell engager, or a macrophage cell engager); (iii) a cytokine molecule; and/or (iv) a stromal modifying moiety are disclosed. Additionally disclosed are nucleic acids encoding the same, methods of producing the aforesaid molecules, and methods of treating a cancer using the aforesaid molecules.",elstar therapeutics inc[us],loew andreas[us]; lamberto iiaria[us]; tan seng-lai[us]; hsu jonathan[us]; vash brian[us]; malhotra nidhi[us]; katragadda madan[us]; herrmann john[us]; maiocco stephanie[us],20200827,A61P35/00;C07K16/18;C07K16/2803;C07K16/2809;C07K16/3015;A61K2039/505;A61K2039/545;C07K2317/24;C07K2317/31
27574889,"NOVEL NUCLEIC ACIDS AND POLYPEPTIDES","The present invention provides novel nucleic acids, novel polypeptide sequences encoded by these nucleic acids and uses thereof.",hyseq inc[us]; tang y tom[us]; asundi vinod[us]; goodrich ryle w[us]; ren feiyan[us]; zhang jie[us]; zhao qing a[us]; wang jian-rui[us]; ghosh malabika[us]; xue aidong j[us]; wehrman tom[us]; weng gezhi[us]; zhou ping[us]; drmanac radoje t[us]; wang zhiwei[us]; ma yunqing[us]; wang dunrui[us]; chen rui-hong[us]; xu chongjun[us]; boyle bryan j[us];nuvelo inc[us]; boyle bryan j[us],tang y tom[us]; asundi vinod[us]; goodrich ryle w[us]; ren feiyan[us]; zhang jie[us]; zhao qing a[us]; wang jian-rui[us]; ghosh malabika[us]; xue aidong j[us]; wehrman tom[us]; weng gezhi[us]; zhou ping[us]; drmanac radoje t[us]; wang zhiwei[us]; ma yunqing[us]; wang dunrui[us]; chen rui-hong[us]; xu chongjun[us]; boyle bryan j[us],20030703;20041216,C07H21/04;C07K14/47;C07H21/04;C07K14/47
71670296,"ANTI-Vβ17/ANTI-CD123 BISPECIFIC ANTIBODIES","Anti-Vβ17/anti-CD123 bispecific antibodies or antigen-binding fragments thereof are described. Also described are nucleic acids encoding the antibodies, compositions comprising the antibodies, methods of producing the antibodies, and methods of using the antibodies.",janssen pharmaceutica nv[be],ganesan rajkumar[us]; grewal iqbal[us]; sepulveda manuel[us],20200917,A61P35/02;C07K16/2809;C07K16/2866;C07K2317/31;C07K2317/52;C07K2317/73;C07K2317/92
69592301,"ISOLATED T-CELL RECEPTOR, MODIFIED CELL, ENCODING NUCLEIC ACID AND USE THEREOF","Provided are an isolated T-cell receptor, a modified cell, an encoding nucleic acid and the use thereof. The isolated T-cell receptor (TCR) comprises at least one of an α chain and a β chain, both the α chain and the β chain comprising a variable region and a constant region, and is characterized in that the T cell receptor can specifically identify the antigen Her2/neu expressed by tumor cells, and the amino acid sequence of the variable region of the α chain has at least 98% identity with the amino acid sequence as shown in SEQ ID NO: 1, and the amino acid sequence of the variable region of the β chain has at least 98% identity with the amino acid sequence as shown in SEQ ID NO: 2. The TCR can specifically identify a tumor antigen and, at the same time, can prevent any possible off-target toxic and side effects. Immune cells modified with the TCR have significant antitumor effects.",hangzhou converd co ltd[cn]; synimmune inc[us],hou yafei[us]; hou dawei[us]; tan xiankui[cn],20200227,A61K35/17;A61K35/17;A61P35/00;A61P35/00;C07K14/7051;C12N5/0636;C12N5/10;C12N2510/00
58051568,"METHOD OF INDUCING A T-CELL RESPONSE TO PHOSPHOPEPTIDES USING NUCLEIC ACIDS ENCODING PHOSPHOPEPTIDE MIMETICS","Provided are compositions and methods useful as therapeutic vaccines (e.g., cancer vaccines), and methods of producing such compositions. The compositions disclosed herein generally employ an RNA or DNA molecule, which may be a modified nucleotide, encoding a phosphopeptide mimetic of a phosphopeptide that occurs in at least one cancer cell.",agenus inc[us],stein robert benjamin[us],20170223,A61K39/395;C07K14/4748;C07K16/42;A61K2039/53;A61K2039/585
23260487,"NOVEL NUCLEIC ACIDS AND POLYPEPTIDES","The present invention provides novel nucleic acids, novel polypeptide sequences encoded by these nucleic acids and uses thereof.",hyseq inc[us]; tang y tom[us]; asundi vinod[us]; goodrich ryle w[us]; ren feiyan[us]; zhang jie[us]; zhao qing a[us]; wang jian-rui[us]; ghosh malabika[us]; xue aidong j[us]; wehrman tom[us]; weng gezhi[us]; zhou ping[us]; drmanac radoje t[us]; wang dunrui[us]; haley-vicente dana[us];nuvelo inc[us]; haley-vicente dana[us],tang y tom[us]; asundi vinod[us]; goodrich ryle w[us]; ren feiyan[us]; zhang jie[us]; zhao qing a[us]; wang jian-rui[us]; ghosh malabika[us]; xue aidong j[us]; wehrman tom[us]; weng gezhi[us]; zhou ping[us]; drmanac radoje t[us]; wang dunrui[us]; haley-vicente dana[us],20030327;20041125,C07K14/47;C07K14/47
70854398,"ANTI-LMP2 TCR-T CELL THERAPY FOR THE TREATMENT OF EBV-ASSOCIATED CANCERS","The present disclosure provides compositions comprising anti-LMP2 TCR-T cell populations for the treatment of EBV-associated cancers and methods of making and using same.",univ duke[us],wang xiao-fan[us]; alexander peter[us]; li qi-jing[us]; wang guoping[us],20200604,A61K35/17;C07K14/7051;C12N5/0636;A61K38/00;C07K16/085;C12N2501/22;C12N2501/2302;C12N2501/24;C12N2501/25;C12N2510/00
25203196,"NOVEL NUCLEIC ACIDS AND POLYPEPTIDES","The present invention provides novel nucleic acids, novel polypeptide sequences encoded by these nucleic acids and uses thereof.",hyseq inc[us]; tang y tom[us]; zhou ping[us]; goodrich ryle[us]; asundi vinod[us]; zhang jie[us]; zhao qing a[us]; ren feiyan[us]; xue aidong j[us]; yang yonghong[us]; ma yunqing[us]; yamazaki victoria[us]; chen rui-hong[us]; wang zhiwei[us]; ghosh malabika[us]; wehrman tom[us]; wang jian-rui[us]; wang dunrui[us]; drmanac radoje t[us],tang y tom[us]; zhou ping[us]; goodrich ryle[us]; asundi vinod[us]; zhang jie[us]; zhao qing a[us]; ren feiyan[us]; xue aidong j[us]; yang yonghong[us]; ma yunqing[us]; yamazaki victoria[us]; chen rui-hong[us]; wang zhiwei[us]; ghosh malabika[us]; wehrman tom[us]; wang jian-rui[us]; wang dunrui[us]; drmanac radoje t[us],20020926,C07K14/47
33161822,"NOVEL NUCLEIC ACIDS AND SECRETED POLYPEPTIDES","The present invention provides novel nucleic acids, novel polypeptide sequences encoded by these nucleic acids and uses thereof.",hyseq inc[us]; tang y tom[us]; asundi vinod[us]; goodrich ryle w[us]; ren feiyan[us]; zhang jie[us]; zhao qing a[us]; wang jian-rui[us]; ghosh malabika[us]; xue aidong j[us]; wehrman tom[us]; weng gezhi[us]; zhou ping[us]; drmanac radoje t[us];nuvelo inc[us]; drmanac radoje t[us],tang y tom[us]; asundi vinod[us]; goodrich ryle w[us]; ren feiyan[us]; zhang jie[us]; zhao qing a[us]; wang jian-rui[us]; ghosh malabika[us]; xue aidong j[us]; wehrman tom[us]; weng gezhi[us]; zhou ping[us]; drmanac radoje t[us],20030327;20041021,C07K14/47;C12Q1/6883;A61K38/00;C12Q2600/158;C07K14/47;C12Q1/6883;A61K38/00;C12Q2600/158
70009380,"ANTI-TCR ANTIBODY MOLECULES AND USES THEREOF","The disclosure provides antibody molecules that bind to TCR Vβ regions and multispecific molecules comprising said antibody molecules. Additionally, disclosed are nucleic acids encoding the same, methods of producing the aforesaid molecules, pharmaceutical compositions comprising aforesaid molecules, and methods of treating an infectious disease using the aforesaid molecules.",elstar therapeutics inc[us],loew andreas[us]; tan seng-lai[us]; hsu jonathan[us]; vash brian[us],20200827;20201105,A61P31/00;C07K16/2809;C07K2317/24;C07K2317/74;A61P31/00;C07K16/2809;C07K2317/24;C07K2317/74
69960729,"MULTIFUNCTIONAL MOLECULES THAT BIND TO T CELLS AND USES THEREOF TO TREAT AUTOIMMUNE DISORDERS","Multifunctional molecules that include i) an antigen binding domain that binds to a TCR variable beta chain (TCRBV) antigen; and one, two or all of: (ii) an immune cell engager (e.g., chosen from an NK cell engager, a T cell engager, a B cell engager, a dendritic cell engager, or a macrophage cell engager); (iii) a cytokine molecule or cytokine inhibitor molecule; and/or (iv) a death receptor signal enhancer. Additionally, disclosed are nucleic acids encoding the same, methods of producing the aforesaid molecules, and methods of treating autoimmune diseases using the aforesaid molecules.",elstar therapeutics inc[us],loew andreas[us]; tan seng-lai[us]; hsu jonathan[us]; vash brian[us]; maiocco stephanie[us]; malhotra nidhi[us]; katragadda madan[us],20200827,A61P37/02;C07K16/2803;C07K16/2809;C07K2317/24;C07K2317/31
69142897,"MART-1(27-35) EPITOPE-SPECIFIC T CELL RECEPTOR","Provided is a MART-1(27-35) epitope-specific T cell receptor, comprising an α chain and a β chain. The α chain comprises three complementary determining regions, respective sequences thereof being positions 61-66, positions 84-89, and positions 124-136 of SEQ ID No.3. The β chain comprises three complementary determining regions, respective amino acid sequences thereof being positions 46-50, positions 68-73 and positions 112-125 of SEQ ID No.4. A T cell expressing the TCR can effectively recognize a MART-1(27-35) epitope polypeptide supported on a T2 cell and secrete IFN-γ, thereby demonstrating the functionality of the receptor. Use of the TCR with a relevant drug target allows for effective drug development.",bgi shenzhen[cn],wang fei[cn]; chao chengchi[cn]; li bo[cn]; hou yong[cn]; yin yuelu[cn]; wang shilei[cn]; duan kun[cn],20200116,A61P35/00;C12N5/10;C12N15/867
27562579,"HUMAN GENOME-DERIVED SINGLE EXON NUCLEIC ACID PROBES USEFUL FOR ANALYSIS OF GENE EXPRESSION IN HUMAN HELA CELLS OR OTHER HUMAN CERVICAL EPITHELIAL CELLS","A single exon nucleic acid microarray comprising a plurality of single exon nucleic acid probes for measuring gene expression in a sample derived from human HeLa cells is described. Also described are single exon nucleic acid probes expressed in the HeLa cells and their use in methods for detecting gene expression.",molecular dynamics inc[us]; penn sharron g[us]; hanzel david k[us]; chen wensheng[us]; rank david r[us];aeomica inc[us]; rank david r[us],penn sharron g[us]; hanzel david k[us]; chen wensheng[us]; rank david r[us],20010809;20030109,C07K14/47;C07K14/4748;C07K14/705;C12N15/1089;C12N15/66;C12Q1/6809;C12Q1/6837;C12Q1/6876;C12Q1/6883;C12Q1/6886;G16B20/00;A01K2217/05;A01K2217/075;A61K38/00;C07K2319/00;C07K2319/02;C07K2319/40;C07K2319/60;C12Q2600/156;C12Q2600/158;G16B25/00;G16B30/00;G16B45/00;C07K14/47;C07K14/4748;C07K14/705;C12N15/1089;C12N15/66;C12Q1/6809;C12Q1/6837;C12Q1/6876;C12Q1/6883;C12Q1/6886;G16B20/00;A01K2217/05;A01K2217/075;A61K38/00;C07K2319/00;C07K2319/02;C07K2319/40;C07K2319/60;C12Q2600/156;C12Q2600/158;G16B25/00;G16B30/00;G16B45/00
64427163,"BINDING PROTEINS SPECIFIC FOR HA-1H AND USES THEREOF","Novel nucleic acid compositions, vectors, modified cells and pharmaceutical compositions are provided that are useful for treating or preventing a relapse of a haematological malignancy after allogeneic stem cell transplantation (allo-SCT) in a HLA-A*0201 positive human subject. Corresponding methods and uses are also provided.",academisch ziekenhuis leiden[nl],heemskerk mirjam h m[nl]; falkenburg frederik j h[nl],20200416,A61K35/17;C07K14/7051;C07K14/70539;C12N5/0636
